x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.7145757833976906,0.5106185502184232,0.36487565053972276,0.26073130382716436,0.18631227568859726,0.13313424035678587,0.0951345041000067,0.0679808127954131,0.04857744255929406,0.03471226407226387,-0.9958925973595059
0.5425443680112613,0.2943543912607389,0.15970031717789712,0.08664450765448016,0.047008489647046826,0.02550419130672094,0.013837155354143217,0.007507270706687271,0.0040730274410491,0.002209798098896509,-0.8676743958142227
0.14217004760152696,0.02021232243502044,0.0028735868427242676,0.0004085379782172307,5.808186381017527e-05,8.257501342678024e-06,1.1739693589582076e-06,1.6690327964582247e-07,2.3728647212097543e-08,3.373502903663748e-09,0.8150631470763818
0.3733407600514692,0.1393833231158087,0.052037475790555544,0.019427710762805934,0.0072531563022460764,0.002707898886652654,0.001010969028485429,0.00037743594548324554,0.00014091222275745978,5.260827634481197e-05,-0.13090042518656048
0.6741336150663453,0.4544561309624194,0.30636415445476023,0.2065303749693317,0.1392290682990834,0.09385899513478019,0.06327350369670388,0.04265479578497275,0.028755031682440386,0.01938473345943083,-1.01412302134144
0.4418331744229961,0.19521655402070168,0.08625314976288492,0.03810950296371753,0.016838042670141894,0.007439605844018655,0.003287064666518635,0.0014523342161415957,0.0006416894370409749,0.00028351968096151925,-0.4918962280877291
0.4340139933332937,0.1883681464091123,0.08175441143980937,0.035482558581604776,0.015399926943684817,0.006683783789869633,0.0029008556932176555,0.0012590119634970146,0.0005464288099317304,0.00023715774987082962,-0.42793667339950964
0.6177669784693172,0.3816360396871098,0.2357621431125022,0.14564606678806122,0.08997533060560095,0.05558378812499998,0.034337828841859944,0.02121277677083239,0.013104553010661246,0.008095560117587192,-1.0275551878461366
0.5131382425543909,0.2633108559718089,0.13511486987886637,0.06933260687260669,0.03557721204232388,0.018256028062382988,0.009367866155954849,0.004807010375751428,0.00246666085615381,0.0012657380167044752,-0.678686777873888
0.6503971819314672,0.4230164942643941,0.27512873578009056,0.17894295441973815,0.11638399328108869,0.0756958212519509,0.049232348826256926,0.03202058093646448,0.020826095604884964,0.013545233892052495,-0.9128399636115088
0.6010389534045444,0.3612478235096301,0.21712401376189763,0.13049998999044485,0.07843557740316048,0.04714283735207671,0.028334681622612847,0.017030247387506203,0.010235842066007205,0.006152139802567179,-0.9321999645106163
