feature1,feature2,y
-0.000498384,-0.924565492,0
-0.000284294,-0.527401528,0
-0.000573956,-1.064761251,0
-0.000700375,-1.299284774,0
-0.000725368,-1.345650489,0
-0.000842888,-1.563664495,0
-0.000716223,-1.328684619,0
-0.000224085,-0.415706736,0
-0.000520241,-0.965113533,0
-0.000606991,-1.126045239,0
-0.000835326,-1.549635811,0
-0.000727678,-1.349935443,0
-0.000723069,-1.34138419,0
-0.000553411,-1.02664713,0
-0.000421709,-0.782322991,0
-0.000814103,-1.51026442,0
-0.00038789,-0.719585975,0
-0.000268308,-0.497745919,0
-0.000662407,-1.228849089,0
-0.000480015,-0.890488348,0
-0.000321275,-0.596005214,0
-0.000627378,-1.163865254,0
-0.00032816,-0.608779082,0
-0.000629496,-1.167795765,0
-0.000866848,-1.608112946,0
-0.000226882,-0.420894223,0
-0.000726161,-1.347121071,0
-0.000641164,-1.189441271,0
-0.000617741,-1.145987311,0
-0.000620562,-1.151221158,0
-0.000491339,-0.911495725,0
-0.000766686,-1.422300848,0
-0.000526308,-0.976368164,0
-0.000426197,-0.790649859,0
-0.000710682,-1.318405841,0
-0.000577263,-1.070896696,0
-0.000810544,-1.503662561,0
-0.000721773,-1.338981163,0
-0.000747536,-1.386774692,0
-0.000644117,-1.194918838,0
-0.000446871,-0.829002081,0
-0.000477023,-0.884939177,0
-0.000654242,-1.213701419,0
-0.0006284,-1.165761807,0
-0.000841858,-1.561753688,0
-0.000822259,-1.52539588,0
-0.000976834,-1.812150946,0
-0.000477937,-0.886633444,0
-0.000698603,-1.295996554,0
-0.000563438,-1.045249785,0
-0.000706899,-1.311387397,0
-0.000671035,-1.244855346,0
-0.000599777,-1.112662752,0
-0.000463653,-0.860134826,0
-0.000303155,-0.56239107,0
-0.000779676,-1.446398438,0
-0.000767894,-1.424541134,0
-0.000514824,-0.955063584,0
-0.00080164,-1.487143894,0
-0.000434918,-0.806827323,0
-0.000670443,-1.243756385,0
-0.000188068,-0.34889076,0
-0.00047906,-0.88871708,0
-0.000622858,-1.155481161,0
-0.000639936,-1.187163252,0
-0.000655616,-1.216251252,0
-0.000428177,-0.794323672,0
-0.000623687,-1.157017969,0
-0.000581799,-1.079310449,0
-0.000578583,-1.073344455,0
-0.000498262,-0.924340088,0
-0.000697885,-1.294665765,0
-0.000253754,-0.470746088,0
-0.000412646,-0.765511259,0
-0.000494047,-0.916519669,0
-0.000577358,-1.071071638,0
-0.00028113,-0.521532275,0
-0.000516591,-0.95834112,0
-0.00061107,-1.133612574,0
-0.000497757,-0.923402056,0
-0.000513298,-0.95223313,0
-0.000804123,-1.491749878,0
-0.000615396,-1.141638364,0
-0.000334425,-0.62040051,0
-0.000655162,-1.215408854,0
-0.000446171,-0.827704364,0
-0.00051897,-0.962756066,0
-0.000477214,-0.885292235,0
-0.000180467,-0.334789768,0
-0.00033047,-0.613062992,0
-0.000515791,-0.956857468,0
-0.000363269,-0.673909614,0
-0.000665916,-1.235359517,0
-0.000650868,-1.207443233,0
-0.000778101,-1.443476053,0
-0.000292185,-0.542040208,0
-0.000665897,-1.235323257,0
-0.000772967,-1.433953047,0
-0.000519053,-0.962910169,0
-0.000221319,-0.410574873,0
-0.000861891,-1.598917934,0
-0.000566248,-1.05046158,0
-0.000283054,-0.525102033,0
-0.000653889,-1.213046653,0
-0.00050223,-0.931700034,0
-0.000343557,-0.637341716,0
-0.000728927,-1.352252967,0
-0.000363731,-0.674767499,0
-0.000723063,-1.34137343,0
-0.000397615,-0.737627143,0
-0.000514707,-0.954846535,0
-0.000692199,-1.284116718,0
-0.00091032,-1.688759884,0
-0.000587892,-1.090615029,0
-0.000450877,-0.836434339,0
-0.000364681,-0.67652886,0
-0.000792363,-1.469933491,0
-0.000510236,-0.946553348,0
-0.000675409,-1.252969961,0
-0.000468934,-0.869931434,0
-9.20E-05,-0.170757723,0
-0.000471047,-0.873851698,0
-0.000483314,-0.896608648,0
-0.000682914,-1.266892912,0
-0.000733442,-1.360627685,0
-0.000611427,-1.134274527,0
-0.000806233,-1.495665059,0
-0.00071994,-1.335580673,0
-0.000467953,-0.868112392,0
-0.000643394,-1.193577684,0
-0.00062891,-1.166707355,0
-0.00086489,-1.604480615,0
-0.000621983,-1.15385695,0
-0.000699036,-1.296801342,0
-0.000749537,-1.390486747,0
-0.000490345,-0.909652698,0
-0.00086233,-1.599731338,0
-0.000235726,-0.437301182,0
-0.000540561,-1.002810206,0
-0.000506717,-0.940024054,0
-0.000570894,-1.059080393,0
-0.000778298,-1.443841617,0
-0.000505632,-0.938011854,0
-0.000175673,-0.325896616,0
-0.000313646,-0.581852394,0
-0.000774643,-1.437061203,0
-0.000874101,-1.621567752,0
-0.000595709,-1.105115153,0
-0.000692033,-1.283809265,0
-0.000541696,-1.004915678,0
-0.000432571,-0.802473656,0
-0.000505165,-0.937145204,0
-0.000644615,-1.195843642,0
-0.000574241,-1.065291035,0
-0.000331472,-0.614923016,0
-0.000580425,-1.076762927,0
-0.00033219,-0.61625485,0
-0.000264478,-0.490640459,0
-0.000150411,-0.279031598,0
-0.000484001,-0.897884018,0
-0.000614156,-1.139337075,0
-0.000610664,-1.132858984,0
-0.000878125,-1.629033188,0
-0.000557126,-1.033540216,0
-0.000493775,-0.916015085,0
-0.000288258,-0.534755028,0
-0.000749145,-1.389758836,0
-0.000495501,-0.91921656,0
-0.000604538,-1.12149402,0
-0.000457697,-0.84908686,0
-0.000328393,-0.609210678,0
-0.000366497,-0.679898411,0
-0.000193536,-0.359034045,0
-0.000502387,-0.931991243,0
-0.000552196,-1.024393545,0
-0.000547298,-1.015308199,0
-0.000930834,-1.72681487,0
-0.000230982,-0.428500482,0
-0.000652551,-1.210565303,0
-0.000313961,-0.582436832,0
-0.000616238,-1.143199461,0
-0.000447553,-0.830267539,0
-0.000603917,-1.120343634,0
-0.000688004,-1.276335128,0
-0.000545217,-1.011446604,0
-0.000607311,-1.126638996,0
-0.000704861,-1.307606913,0
-0.000674738,-1.251724779,0
-0.000236906,-0.439489863,0
-0.000788532,-1.462827018,0
-0.000938895,-1.74176985,0
-0.000407502,-0.755967402,0
-0.000544572,-1.010250625,0
-0.000314492,-0.583423463,0
-0.000525774,-0.975376958,0
-0.000525762,-0.975356314,0
-0.000648673,-1.203370398,0
-0.000515462,-0.956247729,0
-0.000826393,-1.53306325,0
-0.000263268,-0.488395996,0
-0.000411143,-0.762722604,0
-0.000389096,-0.721822146,0
-0.000698139,-1.295136654,0
-0.000639613,-1.186563705,0
-4.48E-05,-0.083060789,0
-0.000958204,-1.777589761,0
-0.000436815,-0.810347296,0
-0.000428724,-0.795337903,0
-0.000431607,-0.800686505,0
-0.000648696,-1.203413344,0
-0.00046788,-0.867977165,0
-0.000414784,-0.76947736,0
-0.000579828,-1.075654867,0
-0.000542881,-1.007112624,0
-0.000397354,-0.737142216,0
-0.000433545,-0.8042814,0
-0.00047718,-0.885230035,0
-0.000559233,-1.037448611,0
-0.000467653,-0.867556151,0
-0.000733538,-1.360806413,0
-0.000200773,-0.372460017,0
-0.00091397,-1.695530185,0
-0.00090526,-1.679372161,0
-0.000321116,-0.595710412,0
-0.00069407,-1.287588806,0
-0.000276849,-0.513589249,0
-0.000284166,-0.527163953,0
-0.000554753,-1.029138046,0
-0.000183411,-0.34025164,0
-0.000496657,-0.921362423,0
-0.000436802,-0.810322805,0
-0.000657968,-1.220614726,0
-0.000380086,-0.705107112,0
-0.000490342,-0.90964749,0
-0.000575251,-1.067163956,0
-0.000502911,-0.932964512,0
-0.000251264,-0.466126301,0
-0.000464817,-0.86229404,0
-0.000446591,-0.828482494,0
-0.000540594,-1.002871407,0
-0.000739539,-1.371939008,0
-0.000478688,-0.88802717,0
-0.000724272,-1.343616642,0
-0.000671302,-1.245350063,0
-0.00080132,-1.486550303,0
-0.000187259,-0.347389527,0
-0.000463086,-0.859083606,0
-0.000641044,-1.189217621,0
-0.000476927,-0.884760228,0
-0.000470896,-0.873572169,0
-0.000615718,-1.142235545,0
-0.00034593,-0.641744334,0
-0.000467699,-0.867640321,0
-0.00055248,-1.024920774,0
-0.000520907,-0.966349081,0
-0.000610931,-1.133355169,0
-0.000465108,-0.862834719,0
-0.000515417,-0.95616383,0
-0.0005794,-1.074860878,0
-0.00058338,-1.082244024,0
-0.000542466,-1.006342654,0
-0.000615174,-1.141226954,0
-0.000506408,-0.939450655,0
-0.000541813,-1.005132838,0
-0.00056689,-1.051653514,0
-0.000472192,-0.87597713,0
-0.000494048,-0.916522733,0
-0.000267854,-0.496902329,0
-0.000693938,-1.287342921,0
-0.00075871,-1.407503795,0
-0.000671211,-1.245182309,0
-0.000627534,-1.164154671,0
-0.000456101,-0.846125949,0
-0.000358481,-0.665027567,0
-0.00061536,-1.141571759,0
-0.000500384,-0.92827623,0
-0.000509297,-0.944811078,0
-0.000714408,-1.325316912,0
-0.000435996,-0.808827187,0
-0.000763176,-1.415788897,0
-0.000311853,-0.578526154,0
-0.000703698,-1.305449879,0
-0.000427497,-0.793061894,0
-0.000466381,-0.865195608,0
-0.000320952,-0.595406952,0
-0.000516031,-0.957302718,0
-0.000603888,-1.12028969,0
-0.000287042,-0.532499383,0
-0.000764064,-1.417436204,0
-0.000546992,-1.014740293,0
-0.000737277,-1.367742557,0
-0.000476005,-0.883049377,0
-0.000194271,-0.360396956,0
-0.000235384,-0.436667534,0
-0.00041224,-0.764758329,0
-0.000813021,-1.508256919,0
-0.000814454,-1.510915288,0
-0.000563468,-1.045304623,0
-0.000470735,-0.873274225,0
-0.000791257,-1.467882423,0
-0.000660118,-1.224603735,0
-0.000386107,-0.716276789,0
-0.000451741,-0.838037943,0
-0.000499908,-0.927393081,0
-0.000476424,-0.883826311,0
-0.000677462,-1.256777452,0
-0.000565935,-1.049880877,0
-0.000854664,-1.585510868,0
-0.000447115,-0.82945559,0
-0.000325677,-0.604172148,0
-0.000696309,-1.291741439,0
-0.00047294,-0.877363938,0
-0.000218091,-0.404586561,0
-0.000730648,-1.35544449,0
-0.000598035,-1.109430964,0
-0.000691873,-1.283511553,0
-0.000384972,-0.714172602,0
-0.000671862,-1.246389539,0
-0.000215314,-0.399434417,0
-0.000592101,-1.098422617,0
-0.00039926,-0.740678894,0
-0.000775957,-1.439499778,0
-0.000580448,-1.076805123,0
-0.000493221,-0.914988434,0
-0.000957407,-1.77611115,0
-0.000646638,-1.199596162,0
-0.000144592,-0.268236633,0
-0.000369199,-0.684911843,0
-0.000648657,-1.203340341,0
-0.000484874,-0.899502499,0
-0.000692474,-1.284628195,0
-0.000516928,-0.958967369,0
-0.000973774,-1.806473791,0
-0.000428206,-0.79437724,0
-0.000723746,-1.342640702,0
-0.000593984,-1.101916322,0
-0.000292404,-0.542447333,0
-0.000577742,-1.071785385,0
-0.000532916,-0.988626234,0
-0.000532163,-0.987230929,0
-0.000804854,-1.493105773,0
-0.000596032,-1.105715632,0
-0.000850214,-1.577255821,0
-0.000655634,-1.2162842,0
-0.000676343,-1.254702368,0
-0.000354257,-0.657192362,0
-0.000405437,-0.752137067,0
-0.000483743,-0.897404915,0
-0.000499223,-0.926122106,0
-0.000506217,-0.939096852,0
-0.000566359,-1.050668737,0
-0.000783574,-1.453630062,0
-0.000773061,-1.434126484,0
-0.000406305,-0.753748313,0
-0.000403738,-0.748985612,0
-0.00046368,-0.860185094,0
-0.000764839,-1.418873073,0
-0.0006673,-1.237927048,0
-0.000546208,-1.013286071,0
-0.000506778,-0.940137756,0
-0.000640003,-1.187286763,0
-0.000340198,-0.631110252,0
-0.000586494,-1.088021553,0
-0.000405701,-0.752627552,0
-0.000602171,-1.117103943,0
-0.000688404,-1.277076182,0
-0.000192212,-0.35657829,0
-0.000524601,-0.973200996,0
-0.000483113,-0.896235179,0
-0.000373031,-0.69202045,0
-0.000539313,-1.000494573,0
-0.000711995,-1.320841284,0
-0.000342252,-0.634921848,0
-0.000702985,-1.304126937,0
-0.000606161,-1.124505652,0
-0.000448228,-0.831520285,0
-0.000892026,-1.654820952,0
-0.000558207,-1.03554459,0
-0.000574726,-1.066189648,0
-0.000420785,-0.780608883,0
-0.00063381,-1.175797463,0
-0.000258573,-0.479686069,0
-0.000495509,-0.91923268,0
-0.000275987,-0.511990219,0
-0.000696072,-1.29130305,0
-0.000610354,-1.132285121,0
-0.000699201,-1.297107057,0
-0.000775295,-1.438270162,0
-0.000552319,-1.024621962,0
-0.000684757,-1.270312081,0
-0.000345155,-0.640306106,0
-0.0006301,-1.168915387,0
-0.000705904,-1.309542393,0
-0.001071919,-1.988545763,0
-0.000396012,-0.734652175,0
-0.000183753,-0.340884434,0
-0.000553373,-1.026577643,0
-0.000511109,-0.948171601,0
-0.000405196,-0.751690841,0
-0.000473755,-0.878875622,0
-0.000464323,-0.86137831,0
-0.000391756,-0.726757136,0
-0.000614819,-1.140567059,0
-0.000585697,-1.08654329,0
-0.000324756,-0.602464146,0
-0.000659482,-1.223422665,0
-0.000130502,-0.242097425,0
-0.000470036,-0.871977169,0
-0.000476542,-0.884046154,0
-0.000593443,-1.100911617,0
-0.000598664,-1.110597156,0
-5.35E-05,-0.099224916,0
-0.000572798,-1.062613129,0
-0.000675651,-1.253418043,0
-0.000575062,-1.066813768,0
-0.000172927,-0.320800904,0
-0.000446071,-0.827517599,0
-0.000439829,-0.815939101,0
-0.000406207,-0.753565135,0
-0.000447304,-0.82980538,0
-0.000665854,-1.235243279,0
-0.000574657,-1.066061269,0
-0.000628186,-1.165364774,0
-0.000419493,-0.778212649,0
-0.000456411,-0.846699766,0
-0.000442355,-0.820625713,0
-0.000500425,-0.928351284,0
-0.00059813,-1.109607632,0
-0.000443502,-0.822751842,0
-0.000377974,-0.701190119,0
-0.000216897,-0.4023709,0
-0.000387658,-0.71915463,0
-0.000381791,-0.708271099,0
-0.000652621,-1.210694301,0
-0.00060177,-1.116360805,0
-0.000392017,-0.727242247,0
-0.000443612,-0.822956986,0
-0.000859983,-1.595378674,0
-0.000864216,-1.603230435,0
-0.000578908,-1.073948188,0
-0.000672543,-1.247652045,0
-0.000235599,-0.437066832,0
-0.000514011,-0.95355516,0
-0.000274418,-0.509079629,0
-0.000485866,-0.901344018,0
-0.000563184,-1.044777669,0
-0.000512111,-0.950031167,0
-0.000649689,-1.205255617,0
-0.000421668,-0.782247244,0
-0.000750584,-1.392428783,0
-0.000517551,-0.960123134,0
-0.000535871,-0.994109081,0
-0.000370724,-0.687740132,0
-0.000243341,-0.451429361,0
-0.000417811,-0.775092319,0
-0.000564069,-1.046419668,0
-0.000821804,-1.524550838,0
-0.000698944,-1.296629631,0
-0.000708241,-1.313877915,0
-0.00078959,-1.464789421,0
-0.000885065,-1.641908611,0
-0.000220788,-0.409589839,0
-0.000627356,-1.163825392,0
-0.000776164,-1.439883066,0
-0.000808304,-1.499506376,0
-0.000574988,-1.066675022,0
-0.000266789,-0.494927088,0
-0.000539814,-1.001423752,0
-0.000564964,-1.04808005,0
-0.000616786,-1.144217098,0
-0.000386278,-0.71659419,0
-0.000517874,-0.960722239,0
-0.000383387,-0.711231936,0
-0.000556004,-1.031457797,0
-0.000962011,-1.784653285,0
-0.000664308,-1.232375827,0
-0.000749951,-1.391254637,0
-7.62E-05,-0.14140481,0
-0.000611045,-1.133566157,0
-0.000418849,-0.777017709,0
-0.00025371,-0.470664586,0
-0.000583921,-1.083247536,0
-0.000747045,-1.385863326,0
-0.000536034,-0.994412005,0
-0.000692431,-1.284548372,0
-0.000255879,-0.474688595,0
-0.000511473,-0.948847583,0
-0.000317153,-0.58835847,0
-0.000623223,-1.156157926,0
-0.000534087,-0.990799333,0
-0.000683699,-1.268348162,0
-0.000655732,-1.216466764,0
-0.000587249,-1.089421476,0
-0.000566053,-1.050101214,0
-0.000501405,-0.93016958,0
-0.000214043,-0.397077365,0
-0.000340123,-0.630971656,0
-0.000674486,-1.251258166,0
-0.000517904,-0.960778517,0
-0.000627425,-1.163952629,0
-0.000660922,-1.22609443,0
-0.000631143,-1.170849875,0
-0.000866159,-1.606834266,0
-0.000488576,-0.906369975,0
-0.000700958,-1.300365661,0
-0.000592264,-1.098724884,0
-0.000382693,-0.709943972,0
-0.000529522,-0.982331265,0
-0.000399074,-0.740333419,0
-0.000644355,-1.195359776,0
-0.00030609,-0.567836822,0
-0.000599933,-1.112951302,0
-0.000548311,-1.017186848,0
-0.000707461,-1.312430968,0
-0.000622413,-1.154656088,0
-0.000663623,-1.231104846,0
-0.000342686,-0.635726923,0
-0.000732603,-1.359072428,0
-0.00037105,-0.688345849,0
-0.000732132,-1.358198518,0
-0.000529316,-0.981949143,0
-0.000451894,-0.838320741,0
-0.000650222,-1.20624374,0
-0.000717691,-1.331407966,0
-0.000550707,-1.0216311,0
-0.000708821,-1.314953513,0
-0.000720586,-1.336779228,0
-0.000426197,-0.790649259,0
-0.000640885,-1.18892254,0
-0.000646305,-1.198977199,0
-0.000711565,-1.320042808,0
-0.000383793,-0.711984754,0
-0.000466787,-0.865949709,0
-0.000550207,-1.02070433,0
-0.000461987,-0.857044726,0
-0.000673292,-1.249042421,0
-0.000407011,-0.755056864,0
-0.000389934,-0.723377282,0
-0.000346858,-0.643464837,0
-0.000263348,-0.488544761,0
-0.000620332,-1.150794256,0
-0.000324783,-0.602513975,0
-0.000550917,-1.02202138,0
-0.000527968,-0.979448675,0
-0.000277397,-0.514606049,0
-0.000395209,-0.733163298,0
-0.000916506,-1.700235225,0
-0.000588366,-1.091494605,0
-0.000643384,-1.193558266,0
-0.000218309,-0.404990989,0
-0.000644166,-1.195009509,0
-0.000649175,-1.204303029,0
-0.000673699,-1.249796613,0
-0.00015198,-0.281942346,0
-0.000383281,-0.711035323,0
-0.000586184,-1.087445718,0
-0.000974214,-1.807291807,0
-0.000573315,-1.063572754,0
-0.000749062,-1.38960557,0
-0.000672794,-1.248118371,0
-0.000767077,-1.423025149,0
-0.000469788,-0.871516451,0
-0.000647299,-1.20082194,0
-0.000583161,-1.081838523,0
-0.000413724,-0.767510444,0
-0.000544205,-1.00956981,0
-0.00028482,-0.528376647,0
-0.000547048,-1.014844492,0
-0.00054215,-1.005756459,0
-0.000395204,-0.733154049,0
-0.000994296,-1.844545803,0
-0.000314869,-0.584121496,0
-0.000507742,-0.941925235,0
-0.000328448,-0.609312217,0
-0.000656995,-1.218809785,0
-0.000473799,-0.878957539,0
-0.000625317,-1.160043143,0
-0.0003575,-0.663207808,0
-0.000721942,-1.339294939,0
-0.000550196,-1.020682841,0
-0.000793754,-1.472514894,0
-0.000304364,-0.564634161,0
-0.000611588,-1.134573164,0
-0.000486276,-0.902104675,0
-0.000789956,-1.465468599,0
-0.000470765,-0.873328374,0
-0.000779171,-1.445461694,0
-0.000624677,-1.158855563,0
-0.000673154,-1.248785436,0
-0.000771608,-1.431430144,0
-0.000780233,-1.447432031,0
-0.000623552,-1.156768612,0
-9.42E-05,-0.174783027,0
-0.000557734,-1.034667565,0
-0.000311505,-0.577881527,0
-0.000277414,-0.514637868,0
-0.000624004,-1.15760759,0
-0.000563381,-1.045142994,0
-0.000901433,-1.672273182,0
-0.000589987,-1.094501219,0
-0.000330233,-0.612625059,0
-0.000366288,-0.679511541,0
-0.000322948,-0.599108753,0
-0.000170634,-0.316547076,0
-0.000257779,-0.478212862,0
-0.000638804,-1.185062047,0
-0.000640342,-1.187915918,0
-0.000503612,-0.934263465,0
-0.000272248,-0.505054811,0
-0.00064381,-1.194349671,0
-0.000654051,-1.213348173,0
-0.000552718,-1.02536215,0
-0.000579713,-1.075442092,0
-0.000311784,-0.57839918,0
-0.000556232,-1.031881585,0
-0.000408579,-0.757966386,0
-0.000191885,-0.355970242,0
-0.000715431,-1.327215991,0
-0.000244629,-0.453818184,0
-0.000548298,-1.017163317,0
-0.000474141,-0.879592469,0
-0.000462796,-0.858544652,0
-0.000584434,-1.084199798,0
-0.000277332,-0.51448576,0
-0.000735897,-1.365182937,0
-0.000304447,-0.564788081,0
-0.000464034,-0.860842717,0
-0.000779151,-1.445423489,0
-0.00050857,-0.943461286,0
-0.000291315,-0.540426439,0
-0.000451559,-0.83769923,0
-0.000429921,-0.797557745,0
-0.000541078,-1.003769404,0
-0.000662898,-1.22975978,0
-0.000384013,-0.712393179,0
-0.000366455,-0.679820121,0
-0.000796902,-1.478354522,0
-0.000500253,-0.928032319,0
-0.000528257,-0.979984048,0
-0.000653875,-1.213021085,0
-0.000659618,-1.223674743,0
-0.000303412,-0.562867133,0
-0.000409326,-0.759351756,0
-0.000405407,-0.752081045,0
-0.000529447,-0.98219167,0
-0.000779562,-1.446186267,0
-0.000439445,-0.815226564,0
-0.000581063,-1.077946526,0
-0.000519847,-0.964382809,0
-0.000706882,-1.311356964,0
-0.000300533,-0.557526166,0
-0.000602392,-1.117512911,0
-0.000264185,-0.490096935,0
-0.000500809,-0.929064368,0
-0.000615911,-1.142594178,0
-0.000820937,-1.522943095,0
-0.00018776,-0.348319068,0
-0.000454074,-0.842365549,0
-0.000737064,-1.367348235,0
-0.000456807,-0.847435935,0
